,VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
63,2.0,01/01/2021 02:32:32 AM,01/01/2021 02:45:33 AM,N,1.0,42,142,2.0,4.69,15.0,0.5,0.5,0.0,0.0,,0.3,19.05,2.0,1.0,2.75
64,2.0,01/01/2021 02:56:25 AM,01/01/2021 03:03:05 AM,N,1.0,75,42,1.0,2.01,8.0,0.5,0.5,0.0,0.0,,0.3,9.3,2.0,1.0,0.0
65,2.0,01/01/2021 02:39:04 AM,01/01/2021 02:42:39 AM,N,1.0,129,129,1.0,0.43,4.0,0.5,0.5,0.0,0.0,,0.3,5.3,2.0,1.0,0.0
66,2.0,01/01/2021 02:36:06 AM,01/01/2021 02:40:06 AM,N,1.0,41,42,6.0,0.95,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,2.0,1.0,0.0
67,2.0,01/01/2021 02:09:59 AM,01/01/2021 02:22:06 AM,N,1.0,167,212,1.0,2.73,11.0,0.5,0.5,0.0,0.0,,0.3,12.3,2.0,1.0,0.0
68,2.0,01/01/2021 02:52:38 AM,01/01/2021 03:00:49 AM,N,1.0,74,75,1.0,1.55,7.5,0.5,0.5,0.0,0.0,,0.3,8.8,2.0,1.0,0.0
69,2.0,01/01/2021 02:42:49 AM,01/01/2021 02:50:59 AM,N,5.0,136,241,1.0,0.57,9.0,0.0,0.0,0.0,0.0,,0.3,9.3,2.0,2.0,0.0
70,2.0,01/01/2021 03:23:00 AM,01/01/2021 03:35:59 AM,N,1.0,41,142,5.0,3.52,13.0,0.5,0.5,0.0,0.0,,0.3,17.05,2.0,1.0,2.75
71,1.0,01/01/2021 03:08:15 AM,01/01/2021 03:08:33 AM,N,1.0,78,78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,1.0,0.0
72,1.0,01/01/2021 03:21:45 AM,01/01/2021 03:37:03 AM,N,1.0,69,42,1.0,0.0,14.2,0.0,0.5,0.0,0.0,,0.3,15.0,1.0,1.0,0.0
73,2.0,01/01/2021 03:38:59 AM,01/01/2021 03:58:21 AM,N,1.0,112,97,6.0,5.09,19.5,0.5,0.5,0.0,0.0,,0.3,20.8,2.0,1.0,0.0
74,2.0,01/01/2021 03:26:06 AM,01/01/2021 03:40:53 AM,N,1.0,116,136,1.0,4.76,17.0,0.5,0.5,0.0,0.0,,0.3,18.3,2.0,1.0,0.0
75,2.0,01/01/2021 03:53:54 AM,01/01/2021 04:16:21 AM,N,1.0,179,249,1.0,6.67,22.0,0.5,0.5,4.83,6.12,,0.3,37.0,1.0,1.0,2.75
76,2.0,01/01/2021 03:18:04 AM,01/01/2021 03:33:06 AM,N,1.0,75,248,1.0,6.25,19.0,0.5,0.5,0.0,0.0,,0.3,20.3,2.0,1.0,0.0
77,2.0,01/01/2021 03:23:04 AM,01/01/2021 03:24:31 AM,N,1.0,119,119,1.0,0.09,3.0,0.5,0.5,0.0,0.0,,0.3,4.3,2.0,1.0,0.0
78,2.0,01/01/2021 03:31:06 AM,01/01/2021 04:14:49 AM,N,1.0,119,55,1.0,28.26,75.5,0.5,0.5,2.75,6.12,,0.3,85.67,1.0,1.0,0.0
79,2.0,01/01/2021 03:05:05 AM,01/01/2021 03:05:08 AM,N,5.0,32,264,3.0,0.0,7.0,0.0,0.0,0.0,0.0,,0.3,7.3,1.0,2.0,0.0
80,2.0,01/01/2021 03:36:46 AM,01/01/2021 04:03:25 AM,N,1.0,42,50,1.0,9.18,29.5,0.5,0.5,6.71,0.0,,0.3,40.26,1.0,1.0,2.75
81,1.0,01/01/2021 03:07:21 AM,01/01/2021 03:22:10 AM,N,1.0,250,41,1.0,0.0,22.2,0.0,0.5,0.0,0.0,,0.3,23.0,1.0,1.0,0.0
82,1.0,01/01/2021 03:35:40 AM,01/01/2021 03:52:28 AM,N,1.0,75,94,1.0,0.0,24.2,0.0,0.5,0.0,0.0,,0.3,25.0,1.0,1.0,0.0
83,2.0,01/01/2021 03:20:33 AM,01/01/2021 03:25:45 AM,N,1.0,42,244,1.0,1.01,6.0,0.5,0.5,0.7,0.0,,0.3,8.0,1.0,1.0,0.0
84,2.0,01/01/2021 03:52:41 AM,01/01/2021 03:57:54 AM,N,1.0,41,42,1.0,1.22,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,2.0,1.0,0.0
85,2.0,01/01/2021 03:09:15 AM,01/01/2021 03:15:17 AM,N,1.0,75,74,1.0,1.18,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,2.0,1.0,0.0
86,2.0,01/01/2021 03:22:51 AM,01/01/2021 03:31:51 AM,N,1.0,74,140,1.0,3.61,12.5,0.5,0.5,3.31,0.0,,0.3,19.86,1.0,1.0,2.75
87,2.0,01/01/2021 04:39:08 AM,01/01/2021 04:43:14 AM,N,1.0,42,42,1.0,0.62,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,2.0,1.0,0.0
88,2.0,01/01/2021 04:52:02 AM,01/01/2021 05:05:01 AM,N,5.0,247,75,1.0,3.43,15.0,0.0,0.0,0.0,0.0,,0.3,15.3,2.0,2.0,0.0
89,2.0,01/01/2021 04:32:23 AM,01/01/2021 04:33:19 AM,N,1.0,42,41,1.0,0.3,3.0,0.5,0.5,0.0,0.0,,0.3,4.3,1.0,1.0,0.0
90,2.0,01/01/2021 04:11:28 AM,01/02/2021 03:40:53 AM,N,1.0,116,81,1.0,10.8,32.0,0.5,0.5,0.0,0.0,,0.3,33.3,1.0,1.0,0.0
91,2.0,01/01/2021 04:55:33 AM,01/01/2021 04:55:43 AM,N,5.0,159,159,1.0,0.0,30.0,0.0,0.0,3.0,0.0,,0.3,33.3,1.0,2.0,0.0
92,2.0,01/01/2021 04:09:00 AM,01/01/2021 04:17:08 AM,N,1.0,95,134,1.0,1.65,8.0,0.5,0.5,1.86,0.0,,0.3,11.16,1.0,1.0,0.0
93,2.0,01/01/2021 04:45:36 AM,01/01/2021 04:51:15 AM,N,1.0,74,41,1.0,1.03,6.0,0.5,0.5,10.0,0.0,,0.3,17.3,1.0,1.0,0.0
94,,01/11/2021 10:04:00 AM,01/11/2021 10:10:00 AM,,,244,244,,0.81,7.0,0.0,0.0,1.06,0.0,,0.3,8.36,,,
95,1.0,01/01/2021 04:24:35 AM,01/01/2021 04:33:20 AM,N,1.0,248,169,1.0,0.0,17.2,0.0,0.5,0.0,0.0,,0.3,18.0,1.0,1.0,0.0
96,2.0,01/01/2021 05:54:40 AM,01/01/2021 05:58:07 AM,N,1.0,43,236,1.0,0.64,4.5,0.5,0.5,2.0,0.0,,0.3,10.55,1.0,1.0,2.75
97,2.0,01/01/2021 05:52:43 AM,01/01/2021 05:58:02 AM,N,5.0,7,7,1.0,0.65,50.0,0.0,0.0,7.0,0.0,,0.3,57.3,1.0,2.0,0.0
98,2.0,01/01/2021 05:34:35 AM,01/01/2021 05:47:16 AM,N,1.0,75,167,1.0,3.66,13.0,0.5,0.5,0.0,0.0,,0.3,14.3,2.0,1.0,0.0
99,2.0,01/01/2021 05:21:41 AM,01/01/2021 05:44:10 AM,N,5.0,82,263,1.0,6.32,22.63,0.0,0.0,3.42,0.0,,0.3,29.1,1.0,1.0,2.75
